test_id,test_no,vehicle_id,source_vehicle_no,impact_family,vehicle_role,quality_tier,flag_all_zero_placeholder,flag_not_subject_vehicle,flag_dpd_all_zero,flag_crhdst_missing_or_zero,flag_vdi_unusable,flag_lencnt_missing,flag_damdst_missing,flag_lencnt_out_of_range,flag_damdst_out_of_range,flag_crhdst_lt_dpdmax,flag_pdof_family_mismatch,flag_side_imppnt_mismatch,flag_axbx_all_missing,flag_axbx_no_delta,flag_rear_low_confidence,flag_not_target_family,exclusion_reason
1846,13502,2221,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1855,13503,2230,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1858,13504,2233,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1862,13505,2237,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1867,13506,2242,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1868,13507,2243,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1871,13508,2247,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1875,13509,2251,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1876,13510,2252,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1877,13511,2253,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1901,13512,2279,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1916,13513,2295,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1948,13514,2332,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1949,13515,2333,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1952,13516,2337,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1953,13517,2338,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1960,13518,2347,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1962,13519,2350,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2161,13520,2595,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2168,13521,2603,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2209,13522,2652,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2210,13523,2653,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2354,13524,2818,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2357,13525,2821,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2361,13526,2825,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2391,13527,2857,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2437,13528,2907,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2481,13529,2955,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2489,13530,2963,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1822,13531,2193,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1828,13532,2199,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1834,13533,2206,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1847,13534,2222,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1851,13535,2226,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1852,13536,2227,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1872,13537,2248,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1873,13538,2249,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1882,13539,2258,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1886,13540,2262,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1893,13541,2269,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1896,13542,2273,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1897,13543,2274,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1902,13544,2280,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1905,13545,2283,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1906,13546,2284,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1908,13547,2287,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1909,13548,2288,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1912,13549,2291,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1913,13550,2292,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1924,13551,2304,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1930,13552,2310,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1931,13553,2311,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1932,13554,2312,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1937,13555,2318,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1938,13556,2319,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1942,13557,2325,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1943,13558,2326,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1944,13559,2327,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1945,13560,2328,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1950,13561,2334,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1955,13562,2341,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1956,13563,2342,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1957,13564,2343,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1963,13565,2351,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1967,13568,2357,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1968,13569,2358,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1970,13570,2361,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1971,13571,2362,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1973,13572,2365,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2173,13573,2610,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2198,13574,2641,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2199,13575,2642,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2200,13576,2643,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2205,13577,2648,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2185,13578,2627,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2186,13579,2628,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2217,13580,2661,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2218,13581,2662,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2229,13582,2673,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2230,13583,2674,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2332,13584,2795,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2336,13585,2799,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2325,13586,2787,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2326,13587,2788,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2348,13588,2812,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2349,13589,2813,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2350,13590,2814,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2352,13591,2816,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2353,13592,2817,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2376,13593,2842,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2377,13594,2843,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2378,13595,2844,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2388,13596,2854,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2389,13597,2855,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2392,13598,2858,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2398,13599,2865,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2429,13600,2899,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2434,13601,2904,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2439,13602,2909,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2457,13603,2928,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2482,13604,2956,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2487,13605,2961,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2490,13606,2964,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1974,13608,2366,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1975,13609,2367,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1976,13610,2368,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1977,13611,2369,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1979,13612,2371,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1981,13613,2374,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1982,13614,2375,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1984,13615,2377,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1986,13616,2380,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1987,13617,2381,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1988,13618,2382,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1990,13619,2384,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1991,13620,2385,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1992,13621,2386,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1993,13622,2387,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2061,13623,2471,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2062,13624,2472,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2073,13625,2484,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2079,13626,2490,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2086,13627,2498,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2087,13628,2499,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2091,13629,2504,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2100,13630,2517,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2131,13631,2560,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2132,13632,2561,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2135,13633,2564,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2138,13634,2568,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2139,13635,2569,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2162,13636,2596,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2167,13637,2602,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2169,13638,2604,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2172,13639,2609,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2178,13640,2617,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2191,13641,2634,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2192,13642,2635,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2193,13643,2636,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2294,13644,2752,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2296,13645,2754,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2303,13646,2763,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2304,13647,2764,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2467,13648,2939,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2468,13649,2940,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2469,13650,2941,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2471,13651,2944,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2140,13652,2570,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2141,13653,2571,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2142,13654,2572,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2143,13655,2573,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2144,13656,2574,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2145,13657,2575,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2146,13658,2576,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2147,13659,2577,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2148,13660,2578,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1793,13661,2153,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1807,13662,2171,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1811,13663,2177,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1999,13664,2394,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2000,13665,2395,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2004,13666,2399,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2009,13667,2407,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2010,13668,2408,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2011,13669,2409,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2012,13670,2410,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2002,13671,2397,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2015,13672,2414,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2018,13673,2418,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2022,13674,2424,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2025,13675,2429,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2026,13676,2430,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2027,13678,2431,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2030,13679,2436,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2033,13680,2441,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2034,13681,2442,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2163,13682,2597,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2201,13683,2644,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2202,13684,2645,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2187,13685,2629,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2211,13686,2654,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2212,13687,2655,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2219,13688,2663,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2221,13689,2665,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2404,13690,2873,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2406,13691,2875,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2408,13692,2877,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2415,13693,2885,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2416,13694,2886,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2418,13695,2888,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2445,13696,2915,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2448,13697,2918,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2451,13698,2921,1,pedestrian,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
